Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.7,17.7,17.8,,,608660,"(47.622154338, -122.323532482)",UNHBEH,BINGE,5363000.0,,Binge Drinking
2015,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,25.6,25.5,25.6,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,BPHIGH,5363000.0,,High Blood Pressure
2015,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,49.8,49.7,49.9,,,608660,"(47.622154338, -122.323532482)",PREVENT,BPMED,5363000.0,,Taking BP Medication
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.2,6.1,6.2,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,CANCER,5363000.0,,Cancer (except skin)
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.9,8.8,8.9,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,CASTHMA,5363000.0,,Current Asthma
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.7,4.7,4.7,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,CHD,5363000.0,,Coronary Heart Disease
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,62.2,62.1,62.2,,,608660,"(47.622154338, -122.323532482)",PREVENT,CHECKUP,5363000.0,,Annual Checkup
2015,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,74.9,74.7,75.0,,,608660,"(47.622154338, -122.323532482)",PREVENT,CHOLSCREEN,5363000.0,,Cholesterol Screening
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,69.2,69.0,69.5,,,608660,"(47.622154338, -122.323532482)",PREVENT,COLON_SCREEN,5363000.0,,Colorectal Cancer Screening
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.3,4.2,4.3,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,COPD,5363000.0,,COPD
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,42.5,42.0,42.9,,,608660,"(47.622154338, -122.323532482)",PREVENT,COREM,5363000.0,,Core preventive services for older men
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,37.9,37.6,38.3,,,608660,"(47.622154338, -122.323532482)",PREVENT,COREW,5363000.0,,Core preventive services for older women
2016,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.4,10.3,10.6,,,608660,"(47.622154338, -122.323532482)",UNHBEH,CSMOKING,5363000.0,,Current Smoking
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,73.6,73.3,73.8,,,608660,"(47.622154338, -122.323532482)",PREVENT,DENTAL,5363000.0,,Dental Visit
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.9,7.8,7.9,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,DIABETES,5363000.0,,Diabetes
2015,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,29.7,29.7,29.8,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,HIGHCHOL,5363000.0,,High Cholesterol
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.6,2.5,2.6,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,KIDNEY,5363000.0,,Chronic Kidney Disease
2016,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.4,13.3,13.6,,,608660,"(47.622154338, -122.323532482)",UNHBEH,LPA,5363000.0,,Physical Inactivity
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.5,75.2,75.7,,,608660,"(47.622154338, -122.323532482)",PREVENT,MAMMOUSE,5363000.0,,Mammography
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.8,9.7,9.9,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,MHLTH,5363000.0,,Mental Health
2016,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.1,23.0,23.2,,,608660,"(47.622154338, -122.323532482)",UNHBEH,OBESITY,5363000.0,,Obesity
2016,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,,,,~,Data not available for this state from the 2016 BRFSS,608660,"(47.622154338, -122.323532482)",PREVENT,PAPTEST,5363000.0,,Pap Smear Test
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.0,8.9,9.1,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,PHLTH,5363000.0,,Physical Health
2016,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,29.1,29.0,29.2,,,608660,"(47.622154338, -122.323532482)",UNHBEH,SLEEP,5363000.0,,Sleep <7 hours
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.4,2.3,2.4,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,STROKE,5363000.0,,Stroke
2016,WA,Washington,Seattle,City,BRFSS,Health Outcomes,5363000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.6,7.3,7.9,,,608660,"(47.622154338, -122.323532482)",HLTHOUT,TEETHLOST,5363000.0,,Teeth Loss
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.7,10.4,11.0,,,208916,"(47.6736243259, -117.415973291)",PREVENT,ACCESS2,5367000.0,,Health Insurance
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.4,24.2,24.5,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,ARTHRITIS,5367000.0,,Arthritis
2016,WA,Washington,Spokane,City,BRFSS,Unhealthy Behaviors,5367000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.6,17.6,17.7,,,208916,"(47.6736243259, -117.415973291)",UNHBEH,BINGE,5367000.0,,Binge Drinking
2015,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,29.3,29.1,29.5,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,BPHIGH,5367000.0,,High Blood Pressure
2015,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,53.6,53.5,53.8,,,208916,"(47.6736243259, -117.415973291)",PREVENT,BPMED,5367000.0,,Taking BP Medication
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.6,6.6,6.7,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,CANCER,5367000.0,,Cancer (except skin)
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.0,10.9,11.1,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,CASTHMA,5367000.0,,Current Asthma
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.3,6.2,6.4,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,CHD,5367000.0,,Coronary Heart Disease
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,62.5,62.4,62.6,,,208916,"(47.6736243259, -117.415973291)",PREVENT,CHECKUP,5367000.0,,Annual Checkup
2015,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,71.0,70.7,71.3,,,208916,"(47.6736243259, -117.415973291)",PREVENT,CHOLSCREEN,5367000.0,,Cholesterol Screening
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,65.4,64.9,65.9,,,208916,"(47.6736243259, -117.415973291)",PREVENT,COLON_SCREEN,5367000.0,,Colorectal Cancer Screening
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.5,7.4,7.7,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,COPD,5367000.0,,COPD
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,36.6,35.8,37.5,,,208916,"(47.6736243259, -117.415973291)",PREVENT,COREM,5367000.0,,Core preventive services for older men
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,34.9,34.2,35.6,,,208916,"(47.6736243259, -117.415973291)",PREVENT,COREW,5367000.0,,Core preventive services for older women
2016,WA,Washington,Spokane,City,BRFSS,Unhealthy Behaviors,5367000,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.7,19.3,20.1,,,208916,"(47.6736243259, -117.415973291)",UNHBEH,CSMOKING,5367000.0,,Current Smoking
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,60.9,60.4,61.4,,,208916,"(47.6736243259, -117.415973291)",PREVENT,DENTAL,5367000.0,,Dental Visit
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.6,9.6,9.7,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,DIABETES,5367000.0,,Diabetes
2015,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.6,32.5,32.7,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,HIGHCHOL,5367000.0,,High Cholesterol
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.0,3.0,3.1,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,KIDNEY,5367000.0,,Chronic Kidney Disease
2016,WA,Washington,Spokane,City,BRFSS,Unhealthy Behaviors,5367000,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.9,19.6,20.2,,,208916,"(47.6736243259, -117.415973291)",UNHBEH,LPA,5367000.0,,Physical Inactivity
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,74.8,74.3,75.2,,,208916,"(47.6736243259, -117.415973291)",PREVENT,MAMMOUSE,5367000.0,,Mammography
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.8,13.6,14.0,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,MHLTH,5367000.0,,Mental Health
2016,WA,Washington,Spokane,City,BRFSS,Unhealthy Behaviors,5367000,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,31.4,31.2,31.6,,,208916,"(47.6736243259, -117.415973291)",UNHBEH,OBESITY,5367000.0,,Obesity
2016,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,,,,~,Data not available for this state from the 2016 BRFSS,208916,"(47.6736243259, -117.415973291)",PREVENT,PAPTEST,5367000.0,,Pap Smear Test
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.6,13.4,13.8,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,PHLTH,5367000.0,,Physical Health
2016,WA,Washington,Spokane,City,BRFSS,Unhealthy Behaviors,5367000,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.7,32.5,32.9,,,208916,"(47.6736243259, -117.415973291)",UNHBEH,SLEEP,5367000.0,,Sleep <7 hours
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.2,3.2,3.3,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,STROKE,5367000.0,,Stroke
2016,WA,Washington,Spokane,City,BRFSS,Health Outcomes,5367000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.3,16.4,18.1,,,208916,"(47.6736243259, -117.415973291)",HLTHOUT,TEETHLOST,5367000.0,,Teeth Loss
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.9,9.5,10.4,,,89755,"(47.662556574, -117.234571922)",PREVENT,ACCESS2,5367167.0,,Health Insurance
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.7,23.5,24.0,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,ARTHRITIS,5367167.0,,Arthritis
2016,WA,Washington,Spokane Valley,City,BRFSS,Unhealthy Behaviors,5367167,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.8,18.6,18.9,,,89755,"(47.662556574, -117.234571922)",UNHBEH,BINGE,5367167.0,,Binge Drinking
2015,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.4,28.1,28.6,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,BPHIGH,5367167.0,,High Blood Pressure
2015,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,52.7,52.5,53.0,,,89755,"(47.662556574, -117.234571922)",PREVENT,BPMED,5367167.0,,Taking BP Medication
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.7,6.6,6.7,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,CANCER,5367167.0,,Cancer (except skin)
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.7,10.6,10.9,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,CASTHMA,5367167.0,,Current Asthma
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.9,5.8,6.1,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,CHD,5367167.0,,Coronary Heart Disease
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,62.5,62.2,62.7,,,89755,"(47.662556574, -117.234571922)",PREVENT,CHECKUP,5367167.0,,Annual Checkup
2015,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,71.9,71.4,72.4,,,89755,"(47.662556574, -117.234571922)",PREVENT,CHOLSCREEN,5367167.0,,Cholesterol Screening
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,66.8,66.1,67.5,,,89755,"(47.662556574, -117.234571922)",PREVENT,COLON_SCREEN,5367167.0,,Colorectal Cancer Screening
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.9,2.8,3.0,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,STROKE,5367167.0,,Stroke
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.0,6.8,7.2,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,COPD,5367167.0,,COPD
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,37.5,36.3,38.7,,,89755,"(47.662556574, -117.234571922)",PREVENT,COREM,5367167.0,,Core preventive services for older men
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,36.1,35.1,37.1,,,89755,"(47.662556574, -117.234571922)",PREVENT,COREW,5367167.0,,Core preventive services for older women
2016,WA,Washington,Spokane Valley,City,BRFSS,Unhealthy Behaviors,5367167,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.0,18.3,19.7,,,89755,"(47.662556574, -117.234571922)",UNHBEH,CSMOKING,5367167.0,,Current Smoking
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,63.7,62.8,64.6,,,89755,"(47.662556574, -117.234571922)",PREVENT,DENTAL,5367167.0,,Dental Visit
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.9,8.8,9.0,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,DIABETES,5367167.0,,Diabetes
2015,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.2,32.0,32.4,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,HIGHCHOL,5367167.0,,High Cholesterol
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.8,2.8,2.8,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,KIDNEY,5367167.0,,Chronic Kidney Disease
2016,WA,Washington,Spokane Valley,City,BRFSS,Unhealthy Behaviors,5367167,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.6,18.1,19.1,,,89755,"(47.662556574, -117.234571922)",UNHBEH,LPA,5367167.0,,Physical Inactivity
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.5,74.8,76.2,,,89755,"(47.662556574, -117.234571922)",PREVENT,MAMMOUSE,5367167.0,,Mammography
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.1,12.8,13.5,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,MHLTH,5367167.0,,Mental Health
2016,WA,Washington,Spokane Valley,City,BRFSS,Unhealthy Behaviors,5367167,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,30.3,29.9,30.5,,,89755,"(47.662556574, -117.234571922)",UNHBEH,OBESITY,5367167.0,,Obesity
2016,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,,,,~,Data not available for this state from the 2016 BRFSS,89755,"(47.662556574, -117.234571922)",PREVENT,PAPTEST,5367167.0,,Pap Smear Test
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.6,12.3,12.9,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,PHLTH,5367167.0,,Physical Health
2016,WA,Washington,Spokane Valley,City,BRFSS,Unhealthy Behaviors,5367167,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.2,31.9,32.5,,,89755,"(47.662556574, -117.234571922)",UNHBEH,SLEEP,5367167.0,,Sleep <7 hours
2016,WA,Washington,Spokane Valley,City,BRFSS,Health Outcomes,5367167,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.8,14.5,17.1,,,89755,"(47.662556574, -117.234571922)",HLTHOUT,TEETHLOST,5367167.0,,Teeth Loss
2016,WA,Washington,Tacoma,City,BRFSS,Prevention,5370000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.1,11.8,12.4,,,198397,"(47.2425411445, -122.45447391)",PREVENT,ACCESS2,5370000.0,,Health Insurance
2016,WA,Washington,Tacoma,City,BRFSS,Health Outcomes,5370000,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.0,25.9,26.2,,,198397,"(47.2425411445, -122.45447391)",HLTHOUT,ARTHRITIS,5370000.0,,Arthritis
2016,WA,Washington,Tacoma,City,BRFSS,Unhealthy Behaviors,5370000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.1,16.1,16.2,,,198397,"(47.2425411445, -122.45447391)",UNHBEH,BINGE,5370000.0,,Binge Drinking
2015,WA,Washington,Tacoma,City,BRFSS,Health Outcomes,5370000,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.8,32.6,32.9,,,198397,"(47.2425411445, -122.45447391)",HLTHOUT,BPHIGH,5370000.0,,High Blood Pressure
2015,WA,Washington,Tacoma,City,BRFSS,Prevention,5370000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,54.2,54.1,54.4,,,198397,"(47.2425411445, -122.45447391)",PREVENT,BPMED,5370000.0,,Taking BP Medication
2016,WA,Washington,Tacoma,City,BRFSS,Health Outcomes,5370000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.4,6.3,6.4,,,198397,"(47.2425411445, -122.45447391)",HLTHOUT,CANCER,5370000.0,,Cancer (except skin)
2016,WA,Washington,Tacoma,City,BRFSS,Health Outcomes,5370000,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.5,10.4,10.6,,,198397,"(47.2425411445, -122.45447391)",HLTHOUT,CASTHMA,5370000.0,,Current Asthma
2016,WA,Washington,Tacoma,City,BRFSS,Health Outcomes,5370000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.1,6.0,6.1,,,198397,"(47.2425411445, -122.45447391)",HLTHOUT,CHD,5370000.0,,Coronary Heart Disease
2016,WA,Washington,Tacoma,City,BRFSS,Prevention,5370000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,63.8,63.7,64.0,,,198397,"(47.2425411445, -122.45447391)",PREVENT,CHECKUP,5370000.0,,Annual Checkup
2015,WA,Washington,Tacoma,City,BRFSS,Prevention,5370000,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,71.0,70.8,71.3,,,198397,"(47.2425411445, -122.45447391)",PREVENT,CHOLSCREEN,5370000.0,,Cholesterol Screening
2016,WA,Washington,Tacoma,City,BRFSS,Prevention,5370000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,65.5,65.1,65.9,,,198397,"(47.2425411445, -122.45447391)",PREVENT,COLON_SCREEN,5370000.0,,Colorectal Cancer Screening
